cae_id	cae_description	scian_id	scian_title_fr
0111	Élevage de vaches laitières	112120	Élevage de bovins laitiers et production laitière
0112	Élevage de bovins de boucherie	112110	Élevage de bovins de boucherie, y compris l'exploitation de parcs d'engraissement
0113	Élevage de porcs	112210	Élevage de porcs
0114	Élevage de la volaille	1123	Élevage de volailles et production d'oeufs
0115	Élevage de moutons et de chèvres	1124	Élevage de moutons et de chèvres
0119	Élevage mixte du bétail et de la volaille	112991	Élevage mixte d'animaux
0121	Apiculture	112910	Apiculture
0122	Élevage d'animaux à fourrure	112930	Élevage d'animaux à fourrure et de lapins
0129	Autres élevages	112999	Tous les autres types d'élevage divers
0131	Culture des céréales	1111	Culture de plantes oléagineuses et de céréales
0134	Culture du maïs (sauf le maïs fourrager et le maïs sucré)	111150	Culture du maïs
0135	Culture de plantes fourragères	111999	Toutes les autres cultures agricoles diverses
0137	Culture du tabac	111910	Culture du tabac
0138	Culture de la pomme de terre	111211	Culture de pommes de terre
0139	Autres grandes cultures	111999	Toutes les autres cultures agricoles diverses
0151	Culture des fruits	1113	Culture de fruits et de noix
0152	Culture des légumes	11121	Culture de légumes et de melons
0159	Culture mixte des fruits et des légumes	111993	Culture mixte de fruits et de légumes
0161	Culture des champignons	111411	Culture de champignons
0162	Culture en serre	111419	Autres cultures vivrières en serre (Culture vivrière en serre)
0163	Exploitation d'une pépinière ou d'une gazonnière	111421	Culture en pépinière et arboriculture
0164	Érablière	111994	Production de sirop d'érable et d'autres produits de l'érable
0169	Autres spécialités horticoles	11142	Culture en pépinière et floriculture 
0171	Élevages, grandes cultures et productions horticoles	111	Cultures agricoles
0171	Élevages, grandes cultures et productions horticoles	112	Élevage et aquaculture
0211	Médecine vétérinaire	54194	Services vétérinaires
0212	Services de reproduction des animaux de ferme (sauf la volaille)	115210	Activités de soutien à l'élevage
0213	Services relatifs à l'élevage de la volaille	115210	Activités de soutien à l'élevage
0219	Autres services relatifs à l'élevage (sauf à l'élevage de la volaille)	115210	Activités de soutien à l'élevage
0221	Services de préparation, d'ensemencement et de travail des sols	115110	Activités de soutien aux cultures agricoles
0222	Services de poudrage et de pulvérisation des cultures (sauf par aéronef)	115110	Activités de soutien aux cultures agricoles
0223	Services de moissonnage, de pressage et de battage	115110	Activités de soutien aux cultures agricoles
0229	Autres services relatifs aux cultures	1151	Activités de soutien aux cultures agricoles
0231	Services de gestion agricole et d'experts-conseils	541690	Autres services de conseils scientifiques et techniques
0232	Services de recherche en agriculture	541690	Autres services de conseils scientifiques et techniques
0233	Agronomes	541690	Autres services de conseils scientifiques et techniques
0311	Pêche en eau salée	114113	Pêche en eau salée
0312	Pêche en eau douce	114114	Pêche en eau douce
0313	Pisciculture, conchyliculture et élevage de grenouilles	112510	Aquaculture
0321	Services relatifs à la pêche	912910	Autres services des administrations publiques provinciales et territoriales
0331	Fourrures et peaux d'animaux sauvages	114210	Chasse et piégeage
0339	Autres activités de piégeage	114210	Chasse et piégeage
0411	Exploitation forestière (sauf à contrat)	113311	Exploitation forestière (sauf à forfait)
0412	Exploitation forestière à contrat	113312	Exploitation forestière à forfait
0511	Services forestiers	115310	Activités de soutien à la foresterie
0611	Mines d'or	212220	Extraction de minerais d'or et d'argent
0612	Mines de cuivre	212232	Extraction de minerais de nickel-cuivre
0614	Mines de zinc	212233	Extraction de minerais de cuivre-zinc
0617	Mines de fer	212210	Extraction de minerais de fer
0619	Autres mines de métaux	21229	Extraction d'autres minerais métalliques
0621	Mines d'amiante	212394	Extraction d'amiante
0622	Tourbières	212397	Extraction de tourbe
0623	Mines de feldspath et quartz	212326	Extraction de schiste, d'argile et de minerais réfractaires 
0625	Mines de sel	212393	Extraction de sel
0627	Mines de talc	212398	Extraction de tous les autres minerais non métalliques
0629	Autres mines de minerais non métalliques (sauf le charbon)	212398	Extraction de tous les autres minerais non métalliques
0711	Extraction du pétrole et du gaz naturel	21111	Extraction de pétrole et de gaz (à l'exception des sables bitumineux)
0811	Carrières de granite	212314	Extraction de granite
0812	Carrières de calcaire	212315	Extraction de calcaire
0813	Carrières de marbre	212316	Extraction de marbre
0814	Carrières de grès	212317	Extraction de grès
0815	Carrières de schiste	212326	Extraction de schiste, d'argile et de minerais réfractaires
0821	Sablières et gravières	212323	Extraction de sable et de gravier
0911	Forage à forfait de puits de pétrole et de gaz naturel	213111	Forage à forfait de puits de pétrole et de gaz
0919	Autres services relatifs à l'extraction du pétrole et du gaz naturel	213118	Services relatifs à l'extraction de pétrole et de gaz
0921	Forage à forfait (sauf pétrole et gaz)	213117	Forage à forfait (sauf de puits de pétrole et de gaz)
0929	Autres services relatifs à l'extraction minière	213119	Autres activités de soutien à l'extraction minière
1011	Industrie de l'abattage et du conditionnement de la viande (sauf la volaille)	311611	Abattage d'animaux (sauf les volailles)
1012	Industrie de l'abattage et du conditionnement de la volaille	311615	Transformation de la volaille
1019	Industrie des boyaux à saucisses naturels	311614	Fonte de graisses animales et transformation de la viande provenant de carcasses
1021	Industrie de la transformation du poisson	311710	Préparation et conditionnement de poissons et de fruits de mer
1031	Conserveries de fruits et légumes	311420	Mise en conserve, marinage et séchage de fruits et de légumes
1032	Industrie des fruits et légumes congelés	311410	Fabrication d'aliments congelés
1039	Industrie des produits alimentaires à base de fruits et légumes	3114	Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires
1041	Industrie du lait de consommation	311511	Fabrication de lait de consommation
1049	Autres industries de produits laitiers	311520	Fabrication de crème glacée et de desserts congelés
1049	Autres industries de produits laitiers	311515	Fabrication de beurre, de fromage et de produits laitiers secs et concentrés
1051	Meuneries	3112	Mouture de grains céréaliers et de graines oléagineuses
1052	Industrie des mélanges à base de farine et des céréales de table préparées	3112	Mouture de grains céréaliers et de graines oléagineuses
1061	Industrie des aliments pour animaux	31111	Fabrication d'aliments pour animaux
1071	Industrie des biscuits	311821	Fabrication de biscuits, de craquelins 
1072	Industrie du pain et des autres produits de boulangerie-pâtisserie	31181	Fabrication de pain et de produits de boulangerie
1081	Industrie du sucre de canne et de betterave	311310	Fabrication de sucre
1083	Industrie des confiseries et du chocolat	3113	Fabrication de sucre et de confiseries
1091	Industrie du thé et du café	31192	Fabrication de café et de thé
1092	Industrie des pâtes alimentaires	311824	Fabrication de pâtes alimentaires sèches, de pâte et de mélanges de farine à partir de farine achetée
1093	Industrie des croustilles, des bretzels et du maïs soufflé	311919	Fabrication d'autres aliments à grignoter
1099	Autres industries de produits alimentaires	31199	Fabrication de tous les autres aliments
1111	Industrie des boissons gazeuses	312110	Fabrication de boissons gazeuses et de glace
1121	Industrie des alcools destinés à la consommation	3121	Fabrication de boissons
1131	Industrie de la bière	312120	Brasseries
1141	Industrie du vin et du cidre	312130	Vineries
1211	Industrie du tabac en feuilles	312210	Écôtage et resséchage des feuilles de tabac
1221	Industrie des produits du tabac	312220	Fabrication de produits du tabac
1511	Industrie des pneus et chambres à air	326210	Fabrication de pneus
1521	Industrie des boyaux et courroies en caoutchouc	326220	Fabrication de tuyaux souples et de courroies en caoutchouc et en plastique
1599	Autres industries de produits en caoutchouc	326290	Fabrication d'autres produits en caoutchouc
1611	Industrie des produits en matière plastique en mousse et soufflée	32615	Fabrication de produits en mousse d'uréthane et en d'autres mousses plastiques (sauf de polystyrène)
1621	Industrie des tuyaux et raccords de tuyauterie en matière plastique	326122	Fabrication de tuyaux et de raccords de tuyauterie en plastique
1631	Industrie des pellicules et feuilles en matière plastique	326114	Fabrication de pellicules et de feuilles en plastique
1641	Industrie des produits en matière plastique stratifiée sous pression ou renforcée	326130	Fabrication de plaques, de feuilles (sauf d'emballage) et de formes stratifiées en plastique
1651	Industrie des produits d'architecture en matière plastique	32619	Fabrication d'autres produits en plastique
1661	Industrie des contenants en matière plastique (sauf en mousse)	326198	Fabrication de tous les autres produits en plastique
1691	Autres industries de sacs en matière plastique	326111	Fabrication de sacs et de sachets en plastique
1699	Autres industries de produits en matière plastique	32619	Fabrication d'autres produits en plastique
1711	Tanneries	3161	Tannage et finissage du cuir et des peaux
1712	Industrie de la chaussure	3162	Fabrication de chaussures
1713	Industrie des valises, bourses et sacs à main	31699	Fabrication d'autres produits en cuir et produits analogues
1714	Industrie des accessoires pour bottes et chaussures	316990	Fabrication d'autres produits en cuir et produits analogues
1719	Autres industries du cuir et des produits connexes	31699	Fabrication d'autres produits en cuir et produits analogues
1811	Industrie des fibres synthétiques et des filés de filaments	325220	Fabrication de fibres et de filaments artificiels et synthétiques
1821	Industrie de la filature et du tissage de la laine	31324	Usines de tricots
1822	Industrie de la filature et du tissage du coton	31321	Usines de tissus larges
1824	Industrie du tissage de fibres synthétiques	31321	Usines de tissus larges
1829	Autres industries des filés et tissus tissés	3132	Usines de tissus
1831	Industrie des tissus tricotés	313240	Usines de tricots
1911	Industrie du feutre et du traitement des fibres naturelles	313210	Usines de tissus larges
1921	Industrie des tapis, carpettes et moquettes	314110	Usines de tapis et de carpettes
1931	Industrie des articles en grosse toile	314910	Usines de sacs en textile et de grosse toile
1932	Industrie des sacs et poches en matière textile	314910	Usines de sacs en textile et de grosse toile
1991	Industrie des tissus étroits	31322	Usines de tissus étroits et de broderies Schiffli
1992	Industrie de la teinture et du finissage à façon de produits textiles	313310	Finissage de textiles et de tissus
1993	Industrie des articles de maison en textile	31412	Usines de rideaux et de linge de maison
1994	Industrie des articles d'hygiène en textile	322291	Fabrication de produits hygiéniques en papier
1995	Industrie des tissus pour armature de pneus	314990	Usines de tous les autres produits textiles
1996	Industrie du fil	3131	Usines de fibres, de filés et de fils
1999	Autres industries de produits textiles	313	Usines de textiles
2431	Industrie des manteaux pour hommes	315220	Fabrication de vêtements coupés-cousus pour hommes et garçons
2432	Industrie des complets et vestons pour hommes	315220	Fabrication de vêtements coupés-cousus pour hommes et garçons
2433	Industrie des pantalons pour hommes	315220	Fabrication de vêtements coupés-cousus pour hommes et garçons
2434	Industrie des chemises, vêtements de nuit et sous-vêtements pour hommes	315220	Fabrication de vêtements coupés-cousus pour hommes et garçons
2435	Industrie de la confection à forfait de vêtements pour hommes	315210	 Fabrication à forfait de vêtements coupés-cousus
2441	Industrie des manteaux et vestes pour femmes	315249	Fabrication de vêtements coupés-cousus pour dames et filles
2442	Industrie des vêtements de sport pour femmes	315249	Fabrication de vêtements coupés-cousus pour dames et filles
2443	Industrie des robes pour femmes	315249	Fabrication de vêtements coupés-cousus pour dames et filles
2444	Industrie des blouses et chemisiers pour femmes	315249	Fabrication de vêtements coupés-cousus pour dames et filles
2445	Industrie des sous-vêtements et vêtements de nuit pour femmes	315249	Fabrication de vêtements coupés-cousus pour dames et filles
2446	Industrie de la confection à forfait de vêtements pour femmes	315210	 Fabrication à forfait de vêtements coupés-cousus
2451	Industrie des vêtements pour enfants	315241	Fabrication de vêtements coupés-cousus pour bébés
2453	Industrie des sous-vêtements et vêtements de nuit pour enfants	315241	Fabrication de vêtements coupés-cousus pour bébés
2454	Industrie de la confection à forfait pour enfants	315210	Fabrication à forfait de vêtements coupés-cousus
2491	Industrie des chandails	3152	Fabrication de vêtements coupés-cousus
2492	Industrie des vêtements professionnels	3152	Fabrication de vêtements coupés-cousus
2493	Industrie des gants	315990	Fabrication d'accessoires vestimentaires et d'autres vêtements
2494	Industrie des bas et chaussettes	315110	Usines de bas et de chaussettes
2495	Industrie des articles en fourrure	315281	Fabrication de vêtements en fourrure et en cuir
2496	Industrie des vêtements de base	3152	Fabrication de vêtements coupés-cousus
2497	Industrie des chapeaux (sauf en fourrure)	315990	Fabrication d'accessoires vestimentaires et d'autres vêtements
2499	Autres industries de l'habillement	315	Fabrication de vêtements
2511	Industrie du bardeau et du bardeau fendu	321112	Usines de bardeaux et de bardeaux de fente
2512	Industrie des produits de scieries et d'ateliers de rabotage (sauf les bardeaux et les bardeaux fendus)	321111	Scieries (sauf les usines de bardeaux et de bardeaux de fente)
2521	Industrie des placages en bois de feuillus et de résineux	32121	Fabrication de placages, de contreplaqués et de produits en bois reconstitué
2522	Industrie des contre-plaqués de feuillus et de résineux	32121	Fabrication de placages, de contreplaqués et de produits en bois reconstitué
2541	Industrie des bâtiments préfabriqués à charpente de bois	321992	Préfabrication de bâtiments en bois
2542	Industrie des armoires et placards de cuisine et des coiffeuses de salle de bain en bois	33711	Fabrication d'armoires et de comptoirs de cuisine en bois
2543	Industrie des portes et fenêtres en bois	321911	Fabrication de fenêtres et de portes en bois
2544	Industrie d'éléments de charpente en bois	321215	Fabrication de produits de charpente en bois
2512	
Industrie des produits de scieries et d'ateliers de rabotage (sauf les bardeaux et les bardeaux fendus) 	321111	Scieries (sauf les usines de bardeaux et de bardeaux de fente)
2545	Industrie des parquets en bois dur	321919	Fabrication d'autres menuiseries préfabriquées
2549	Autres industries du bois travaillé	321999	Fabrication de tous les autres produits divers en bois
2561	Industrie des boîtes et palettes en bois	32192	Fabrication de contenants et de palettes en bois
2581	Industrie des cercueils	339990	Toutes les autres activités diverses de fabrication
2591	Industrie de la préservation du bois	321114	Préservation du bois
2592	Industrie du bois tourné et façonné	321999	Fabrication de tous les autres produits divers en bois
2593	Industrie des panneaux agglomérés	321216	Usines de panneaux de particules et de fibres
2599	Autres industries du bois	321999	Fabrication de tous les autres produits divers en bois
2611	Industrie des meubles de maison en bois	337123	Fabrication d'autres meubles de maison en bois
2612	Industrie des meubles de maison rembourrés	337121	Fabrication de meubles de maison rembourrés
2619	Autres industries des meubles de maison	337126	Fabrication de meubles de maison (sauf en bois et rembourrés)
2641	Industrie des meubles de bureau en métal	337214	Fabrication de meubles de bureau (sauf en bois)
2642	Industrie des meubles de bureau en bois	337213	Fabrication de meubles de bureau en bois, y compris les boiseries architecturales faites sur commande
2649	Autres industries des meubles de bureau	33721	Fabrication de meubles de bureau (y compris les articles d'ameublement)
2691	Industrie des sommiers et matelas	337910	Fabrication de matelas
2692	Industrie des meubles et articles d'ameublement pour hôtels, restaurants et institutions	337127	Fabrication de meubles d'établissement institutionnel
2693	Industrie des meubles de jardin	337126	Fabrication de meubles de maison (sauf en bois et rembourrés)
2694	Industrie des rayonnages et des armoires de sûreté	337215	Fabrication de vitrines d'exposition, de cloisons, de rayonnages et de casiers
2695	Industrie des cadres	337	Fabrication de meubles et de produits connexes
2699	Autres industries du meuble et des articles d'ameublement	3379	Fabrication d'autres produits connexes aux meubles
2711	Industrie des pâtes à papier	32211	Usine de pâte à papier
2712	Industrie du papier journal	322122	Usines de papier journal
2713	Industrie du carton	32213	Usines de carton
2714	Industrie des panneaux et du papier de construction	322121	Usines de papier (sauf le papier journal)
2719	Autres industries du papier	322299	Fabrication de tous les autres produits en papier transformé
2721	Industrie du papier à couverture asphalté	322121	Usines de papier (sauf le papier journal)
2731	Industrie des boîtes pliantes et rigides	322212	Fabrication de boîtes pliantes en carton
2732	Industrie des boîtes en carton ondulé	322211	Fabrication de boîtes en carton ondulé et en carton compact
2733	Industrie des sacs en papier	322220	Fabrication de sacs en papier et de papier couché et traité
2791	Industrie des papiers couchés ou traités	32222	Fabrication de sacs en papier et de papier couché et traité
2792	Industrie des produits de papeterie	32223	Fabrication d'articles de papeterie
2793	Industrie des produits de consommation en papier	322219	Fabrication de papier et carton ondulés et d’emballages en papier et carton
2799	Autres industries des produits en papier transformé	32229	Fabrication d'autres produits en papier transformé
2811	Industrie de l'impression de formulaires commerciaux	323116	Impression de formulaires commerciaux en liasses
2812	Industrie de l'impression des journaux, revues, périodiques et livres	32311	Impression
2819	Autres industries d'impression commerciale	323119	Autres activités d'impression
2821	Industrie du clichage, de la composition et de la reliure	323120	Activités de soutien à l'impression
2831	Industrie de l'édition du livre	51113	Éditeurs de livres
2839	Autres industries de l'édition	5111	Éditeurs de journaux, de périodiques, de livres et de répertoires
2841	Industrie des journaux (impression et édition combinées)	511110	Éditeurs de journaux
2849	Autres industries d'impression et d'édition combinées	51119	Autres éditeurs
2851	Industrie du progiciel	51121	Éditeurs de logiciels
2911	Industrie des ferro-alliages	33111	Sidérurgie
2912	Fonderies d'acier	331514	Fonderies d'acier
2919	Autres industries sidérurgiques	331110	Sidérurgie
2921	Industrie des tubes et tuyaux d'acier	331210	Fabrication de tubes et de tuyaux en fer et en acier à partir d'acier acheté
2941	Fonderies de fer	331511	Fonderies de fer
2951	Industrie de la production d'aluminium de première fusion	33131	Production et transformation d'alumine et d'aluminium
2959	Autres industries de la fonte et de l'affinage des métaux non ferreux	3314	Production et transformation de métaux non ferreux (sauf l'aluminium)
2961	Industrie du laminage de l'aluminium	331317	Laminage, étirage, extrusion et alliage de l'aluminium
2962	Industrie du moulage et de l'extrusion de l'aluminium	331317	Laminage, étirage, extrusion et alliage de l'aluminium
2971	Industrie du laminage, du moulage et de l'extrusion du cuivre et de ses alliages	331420	Laminage, étirage, extrusion et alliage du cuivre
2999	Autres industries du laminage, du moulage et de l'extrusion des métaux non ferreux	331490	Laminage, étirage, extrusion et alliage de métaux non ferreux (sauf le cuivre et l'aluminium)
3011	Industrie des produits en tôle forte	332319	Fabrication d'autres tôles fortes et éléments de charpentes
3021	Industrie des bâtiments préfabriqués en métal (sauf transportables)	332311	Préfabrication de bâtiments en métal et de leurs composantes
3029	Autres industries de la fabrication d'éléments de charpentes métalliques	332319	Fabrication d'autres tôles fortes et éléments de charpentes
3031	Industrie des portes et fenêtres en métal	332321	Fabrication de portes et de fenêtres en métal
3032	Industrie des bâtiments préfabriqués en métal transportables	332311	Préfabrication de bâtiments en métal et de leurs composants
3039	Autres industries des produits métalliques d'ornement et d'architecture	332329	Fabrication d'autres produits métalliques d'ornement et d'architecture
3041	Industrie du revêtement sur commande de produits en métal	332810	Revêtement, gravure, traitement thermique et par le froid et activités analogues
3042	Industrie des récipients et fermetures en métal	332118	Estampage
3043	Industrie de la tôlerie pour l'aéraulique	33351	Fabrication de machines-outils pour le travail du métal
3049	Autres industries de l'emboutissage et du matriçage de produits en métal	33351	Fabrication de machines-outils pour le travail du métal
3051	Industrie des ressorts de rembourrage et des ressorts à boudin	332611	Fabrication de ressorts (en métal épais)
3052	Industrie des fils et des câbles métalliques	332619	Fabrication d'autres produits en fil métallique
3053	Industrie des attaches d'usage industriel	332619	Fabrication d'autres produits en fil métallique
3059	Autres industries des produits en fil métallique	3329	Fabrication d'autres produits métalliques
3061	Industrie de la quincaillerie de base	3325	Fabrication d'articles de quincaillerie
3062	Industrie des matrices, des moules et des outils tranchants et à profiler en métal	33221	Fabrication de coutellerie et d'outils à main
3063	Industrie de l'outillage à main	3322	Fabrication de coutellerie et d'outils à main
3069	Industrie de la coutellerie et des autres articles de quincaillerie ou d'outillage	3329	Fabrication d'autres produits métalliques
3071	Industrie du matériel de chauffage	33341	Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale 
3081	Ateliers d'usinage	332710	Ateliers d'usinage
3091	Industrie des garnitures et raccords de plomberie en métal	332910	Fabrication de soupapes en métal
3092	Industrie des soupapes en métal	332910	Fabrication de soupapes en métal
3099	Autres industries de produits en métal	3329	Fabrication d'autres produits métalliques
3111	Industrie des instruments aratoires	333110	Fabrication de machines agricoles
3121	Industrie du matériel commercial de réfrigération et de climatisation	33341	Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale
3191	Industrie des compresseurs, pompes et ventilateurs	33391	Fabrication de pompes et de compresseurs
3192	Industrie de l'équipement de manutention	33392	Fabrication de matériel de manutention
3193	Industrie de la machinerie pour récolter, couper et façonner le bois	333245	Fabrication de machines pour les scieries et le travail du bois
3194	Industrie des turbines et du matériel de transmission d'énergie mécanique	3336	Fabrication de moteurs, de turbines et de matériel de transmission de puissance
3195	Industrie de la machinerie pour l'industrie des pâtes et papiers	333247	Fabrication de machines pour l'industrie papetière
3196	Industrie de la machinerie et du matériel de construction et d'entretien	333120	Fabrication de machines pour la construction
3199	Autres industries de la machinerie et de l'équipement	333248	Fabrication de toutes les autres machines industrielles
3211	Industrie des aéronefs et des pièces d'aéronefs	336410	Fabrication de produits aérospatiaux et de leurs pièces
3241	Industrie des carrosseries de camions et d'autobus	336211	Fabrication de carrosseries de véhicules automobiles
3242	Industrie des semi-remorques et remorques d'usage commercial	336212	Fabrication de remorques de camions
3243	Industrie des remorques d'usage non commercial	336215	Fabrication de maisons mobiles, roulottes de tourisme et campeuses
3244	Industrie des maisons mobiles	336215	Fabrication de maisons mobiles, roulottes de tourisme et campeuses
3251	Industrie des moteurs et pièces de moteurs de véhicules automobiles	33631	Fabrication de moteurs et de pièces de moteurs à essence pour véhicules automobiles
3254	Industrie des pièces pour systèmes de direction et de suspension de véhicules automobiles	33633	Fabrication de composants de direction et de suspension pour véhicules automobiles (sauf les ressorts)
3255	Industrie des roues et des freins pour véhicules automobiles	33634	Fabrication de systèmes de freinage pour véhicules automobiles
3256	Industrie des pièces et accessoires en matière plastique pour véhicules automobiles	326193	Fabrication de pièces en plastique pour véhicules automobiles
3257	Industrie des accessoires en matière textile pour véhicules automobiles	33636	Fabrication de sièges et enjolivures intérieures pour véhicules automobiles
3259	Autres industries des pièces et accessoires pour véhicules automobiles	33639	Fabrication d'autres pièces pour véhicules automobiles
3261	Industrie du matériel ferroviaire roulant	33651	Fabrication de matériel ferroviaire roulant
3271	Industrie de la construction et de la réparation de navires	336611	Construction et réparation de navires
3281	Industrie de la construction et de la réparation d'embarcations	336612	Construction d'embarcations
3299	Autres industries du matériel de transport	33699	Fabrication d'autres types de matériel de transport
3311	Industrie des petits appareils électroménagers	335210	Fabrication de petits appareils électroménagers
3321	Industrie des gros appareils (électriques ou non)	335229	Fabrication d'autres gros appareils ménagers
3331	Industrie des appareils d'éclairage pour immeubles	335120	Fabrication d'appareils d'éclairage
3332	Industrie des luminaires pour résidences	33512	Fabrication d'appareils d'éclairage
3333	Industrie des lampes électriques (ampoules et tubes)	33511	Fabrication d'ampoules électriques et de leurs pièces
3339	Autres industries des appareils d'éclairage	3351	Fabrication de matériel électrique d'éclairage
3341	Industrie du matériel électronique ménager	334	Fabrication de produits informatiques et électroniques
3351	Industrie de l'équipement de télécommunication	3342	Fabrication de matériel de communication
3352	Industrie des pièces et des composantes électroniques	334410	Fabrication de semi-conducteurs et d'autres composants électroniques
3359	Autres industries du matériel électronique et de communication	33429	Fabrication d'autres types de matériel de communication
3361	Industrie des ordinateurs et de leurs unités périphériques	3341	Fabrication de matériel informatique et périphérique
3369	Autres industries des machines pour bureaux, magasins et commerces	3399	Autres activités diverses de fabrication
3371	Industrie des transformateurs électriques	335311	Fabrication de transformateurs de puissance et de distribution et de transformateurs spéciaux
3372	Industrie du matériel électrique de commutation et de protection	335315	Fabrication d'appareillage de connexion, de commutation et de relais et de commandes d'usage industriel
3379	Autres industries du matériel électrique d'usage industriel	33531	Fabrication de matériel électrique
3381	Industrie des fils et des câbles électriques	335920	Fabrication de fils et de câbles électriques et de communication
3391	Industrie des accumulateurs	33591	Fabrication de batteries et de piles
3392	Industrie des dispositifs de câblage non porteurs de courant	335930	Fabrication de dispositifs de câblage
3399	Autres industries de produits électriques	335	Fabrication de matériel, d'appareils et de composants électriques
3511	Industrie des produits en argile (argile canadienne)	3271	Fabrication de produits en argile et produits réfractaires
3512	Industrie des produits en argile (argile importée)	3271	Fabrication de produits en argile et produits réfractaires
3521	Industrie du ciment	32731	Fabrication de ciment
3531	Industrie des produits en pierre	327990	Fabrication de tous les autres produits minéraux non métalliques
3541	Industrie des tuyaux en béton	32733	Fabrication de tuyaux, briques et blocs en béton
3542	Industrie des produits de construction en béton	32739	Fabrication d'autres produits en béton
3549	Autres industries de produits en béton	327390	Fabrication d'autres produits en béton
3551	Industrie du béton préparé	327320	Fabrication de béton préparé
3561	Industrie des contenants en verre	327215	Fabrication de produits en verre à partir de verre acheté
3562	Industrie des produits en verre (sauf les contenants en verre)	327215	Fabrication de produits en verre à partir de verre acheté
3571	Industrie des abrasifs	327910	Fabrication de produits abrasifs
3581	Industrie de la chaux	327410	Fabrication de chaux
3591	Industrie des produits réfractaires	32712	Fabrication de matériaux de construction en argile et de produits réfractaires
3592	Industrie des produits en amiante	327990	Fabrication de tous les autres produits minéraux non métalliques
3593	Industrie des produits en gypse	327420	Fabrication de produits en gypse
3594	Industrie des matériaux isolants de minéraux non métalliques	327990	Fabrication de tous les autres produits minéraux non métalliques
3599	Autres industries de produits minéraux non métalliques	327990	Fabrication de tous les autres produits minéraux non métalliques
3611	Industrie des produits pétroliers raffinés (sauf les huiles de graissage et les graisses lubrifiantes)	324190	Fabrication d'autres produits du pétrole et du charbon
3612	Industrie des huiles de graissage et des graisses lubrifiantes	325110	Fabrication de produits pétrochimiques
3699	Autres industries des produits du pétrole et du charbon	32419	Fabrication d'autres produits du pétrole et du charbon
3711	Industrie des produits chimiques inorganiques d'usage industriel	32518	Fabrication d'autres produits chimiques inorganiques de base
3712	Industrie des produits chimiques organiques d'usage industriel	32519	Fabrication d'autres produits chimiques organiques de base
3721	Industrie des engrais chimiques et des engrais composés	32531	Fabrication d'engrais
3729	Autres industries des produits chimiques d'usage agricole	32532	Fabrication de pesticides et d'autres produits chimiques agricoles
3731	Industrie des matières plastiques et des résines synthétiques	3252	Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques
3741	Industrie des produits pharmaceutiques et des médicaments	32541	Fabrication de produits pharmaceutiques et de médicaments
3751	Industrie des peintures et vernis	325510	Fabrication de peintures et de revêtements
3761	Industrie des savons et composés pour le nettoyage	32561	Fabrication de savons et d'autres produits nettoyants
3771	Industrie des produits de toilette	32562	Fabrication de produits de toilette
3791	Industrie des encres d'imprimerie	325910	Fabrication d'encre d'imprimerie
3792	Industrie des adhésifs	32552	Fabrication d'adhésifs
3793	Industrie des explosifs et munitions	32592	Fabrication d'explosifs
3799	Autres industries des produits chimiques	3259	Fabrication d'autres produits chimiques
3911	Industrie des instruments d'indication, d'enregistrement et de commande	334512	Fabrication d'appareils de mesure et de commande et d'appareils médicaux
