cae_id	cae_description	scian_id	scian_title_fr
3912	Autres industries des instruments et produits connexes	333990	Fabrication de toutes les autres machines d'usage général
3913	Industrie des horloges et des montres	334512	Fabrication d'appareils de mesure et de commande et d'appareils médicaux
3914	Industrie des articles ophtalmiques	339110	Fabrication de fournitures et de matériel médicaux
3915	Industries des appareils orthopédiques	339110	Fabrication de fournitures et de matériel médicaux
3921	Industrie de la bijouterie et de l'orfèvrerie	339910	Fabrication de bijoux et de pièces d'argenterie
3922	Industrie de l'affinage secondaire de métaux précieux	33991	Fabrication de bijoux et de pièces d'argenterie
3931	Industrie des articles de sport	339920	Fabrication d'articles de sport et d'athlétisme
3932	Industrie des jouets et jeux	339930	Fabrication de poupées, de jouets et de jeux
3933	Industrie des bicyclettes	336990	Fabrication d'autres types de matériel de transport
3971	Industrie des enseignes et étalages	339950	Fabrication d'enseignes
3991	Industrie des balais, brosses et vadrouilles	339990	Toutes les autres activités diverses de fabrication
3992	Industrie des boutons, boucles et attaches pour vêtements	339990	Toutes les autres activités diverses de fabrication
3993	Industrie des carreaux, dalles et linoléums	326198	Fabrication de tous les autres produits en plastique
3994	Industrie de la fabrication de supports d'enregistrement et de la reproduction du son	33461	Fabrication et reproduction de supports magnétiques et optiques
3996	Industrie des instruments de musique	339990	Toutes les autres activités diverses de fabrication
3997	Industrie des articles de bureau et fournitures pour artistes (sauf les articles en papier)	322230	Fabrication d'articles de papeterie
3999	Autres industries de produits manufacturés	339990	Toutes les autres activités diverses de fabrication
4011	Promotion et construction de maisons individuelles	23611	Construction résidentielle
4012	Promotion et construction d'autres types de constructions résidentielles	236110	Construction résidentielle
4013	Rénovation de bâtiments résidentiels	236110	Construction résidentielle
4021	Bâtiments industriels légers et manufactures	23621	Construction de bâtiments et de structures à usage industriel
4022	Bâtiments commerciaux	23622	Construction de bâtiments à usage commercial et institutionnel
4023	Bâtiments d'institutions	23622	Construction de bâtiments à usage commercial et institutionnel
4024	Rénovation de bâtiments non résidentiels	2362	Construction non résidentielle
4031	Centrales d'énergie et infrastructures connexes (sauf les lignes de transmission)	237990	Autres travaux de génie civil
4032	Infrastructures pétrolières ou gazières et constructions connexes (sauf les pipelines)	23712	Construction d'oléoducs et de gazoducs et structures connexes
4033	Oléoducs et gazoducs	237120	Construction d'oléoducs et de gazoducs et structures connexes
4034	Grosses structures industrielles	23799	Autres travaux de génie civil
4035	Routes, rues et ponts	2373	Construction de routes, de rues et de ponts
4037	Lignes de transmission d'énergie et de télécommunication	23713	Construction de lignes de transmission d'énergie électrique et de télécommunication et structures connexes
4039	Autres travaux de génie	2379	Autres travaux de génie civil
4211	Démolition	238910	Entrepreneurs en préparation de terrains
4212	Forage de puits d'eau	238910	Entrepreneurs en préparation de terrains
4213	Installation de fosses septiques	238910	Entrepreneurs en préparation de terrains
4214	Travaux d'excavation et de nivellement	238910	Entrepreneurs en préparation de terrains
4215	Location d'équipement (avec opérateur)	2389	Autres entrepreneurs spécialisés
4216	Travaux d'asphaltage	237310	Construction de routes, de rues et de ponts
4217	Pose de clôtures	238990	Tous les autres entrepreneurs spécialisés
4219	Autres travaux sur chantier	23	Construction
4221	Enfoncement des pieux	238910	Entrepreneurs en préparation de terrains
4222	Travaux de coffrage	238110	Entrepreneurs en travaux de fondations et de structure en béton coulé
4223	Renforçage du béton à l'acier	238120	Entrepreneurs en montage de charpentes d'acier et mise en place de béton préfabriqué
4224	Coulage et finition du béton	2381	Entrepreneurs en travaux de fondations, de structure, et d'extérieur de bâtiment
4225	Mise en place de béton précontraint	238120	Entrepreneurs en montage de charpentes d'acier et mise en place de béton préfabriqué
4226	Gros oeuvre et charpenterie	238130	Entrepreneurs en charpenterie
4227	Montage de charpentes d'acier	238120	Entrepreneurs en montage de charpentes d'acier et mise en place de béton préfabriqué
4229	Autres travaux de charpente et travaux connexes	238130	Entrepreneurs en charpenterie
4231	Travaux de maçonnerie	238140	Entrepreneurs en travaux de maçonnerie
4232	Pose et réparation de revêtement	

238330 	Entrepreneurs en travaux de revêtements de sol
4233	Installation de la verrerie et de la vitrerie	238150	Entrepreneurs en travaux de vitrage et de vitrerie
4234	Travaux d'isolation	238310	Entrepreneurs en installation de cloisons sèches et travaux d'isolation
4235	Pose de bardeaux pour toits	238160	Entrepreneurs en travaux de toiture
4236	Installation de couvertures en tôle ou en tout autre matériau	238160	Entrepreneurs en travaux de toiture
4239	Autres travaux de finition à l'extérieur	23839	Entrepreneurs en autres travaux de finition de bâtiment
4241	Plomberie	238220	Entrepreneurs en plomberie, chauffage et climatisation
4242	Installation de canalisations de gaz et de systèmes de chauffage à air chaud	238220	Entrepreneurs en plomberie, chauffage et climatisation
4243	Installation de systèmes de chauffage par fluide caloporteur et de systèmes de climatisation	238220	Entrepreneurs en plomberie, chauffage et climatisation
4244	Tôlerie et autres travaux sur conduites	238220	Entrepreneurs en plomberie, chauffage et climatisation
4251	Travaux de tuyauterie industrielle	238220	Entrepreneurs en plomberie, chauffage et climatisation
4252	Installation d'extincteurs automatiques d'incendie	811310	Réparation et entretien de machines et de matériel d'usage commercial et industriel (sauf les véhicules automobiles et le matériel électronique
4253	Installation d'équipements de réfrigération commerciale	238220	Entrepreneurs en plomberie, chauffage et climatisation
4254	Installation d'équipements de contrôle de l'environnement	238220	Entrepreneurs en plomberie, chauffage et climatisation
4255	Installation et montage de gros équipements	238220	Entrepreneurs en plomberie, chauffage et climatisation
4256	Installation d'isolation thermique	238220	Entrepreneurs en plomberie, chauffage et climatisation
4259	Autres travaux de mécanique spécialisée	23829	Entrepreneurs en installation d'autres équipements techniques
4261	Travaux d'électricité	238210	Entrepreneurs en travaux d'électricité et en installation de câblage
4271	Plâtrage et crépissage	238310	Entrepreneurs en installation de cloisons sèches et travaux d'isolation
4272	Travaux de murs secs	238310	Entrepreneurs en installation de cloisons sèches et travaux d'isolation
4273	Pose de matériaux acoustiques	238310	Entrepreneurs en installation de cloisons sèches et travaux d'isolation
4274	Menuiserie	238350	Entrepreneurs en petite menuiserie
4275	Travaux de peinture et de décoration	23832	Entrepreneurs en peinture et tapisserie
4276	Pose de terrazzo et de carrelages	23834	Entrepreneurs en pose de carreaux et coulage de terrazzo
4277	Pose de revêtements de plancher en bois dur	238330	Entrepreneurs en travaux de revêtements de sol
4278	Pose de revêtements de sol souples et de tapis	238330	Entrepreneurs en travaux de revêtements de sol
4279	Autres travaux de finition à l'intérieur	23839	Entrepreneurs en autres travaux de finition de bâtiment
4291	Installation d'ascenseurs et d'escaliers mécaniques	238291	Entrepreneurs en installation d'ascenseurs et d'escaliers roulants
4292	Installation d'éléments d'ornementation et autre pièces travaillées en métal	2389	Autres entrepreneurs spécialisés
4293	Installation de piscines privées	238990	Tous les autres entrepreneurs spécialisés
4299	Autres travaux spécialisés	2389	Autres entrepreneurs spécialisés
4411	Gestion de travaux de construction	54133	Services de génie
4491	Lotissement	237210	Lotissement de terrains
4499	Autres services relatifs à la construction	2389	Autres entrepreneurs spécialisés
4511	Transports aériens (vols réguliers ou nolisés)	4811	Transport aérien régulier
4513	Transports aériens spécialisés (vols non réguliers)	4812	Transport aérien non régulier
4521	Exploitation et entretien d'aéroports	488119	Autres opérations aéroportuaires
4522	Location d'aéronefs	488119	Autres opérations aéroportuaires
4523	Entretien d'aéronefs	488119	Autres opérations aéroportuaires
4529	Autres services relatifs aux transports aériens	48819	Autres activités de soutien au transport aérien
4531	Transports ferroviaires	4821	Transport ferroviaire
4532	Services relatifs aux transports ferroviaires	48211	Transport ferroviaire
4541	Transports par eau de voyageurs et de marchandises	4832	Transport sur les eaux intérieures
4542	Traversiers	483214	Transport sur les eaux intérieures par traversier
4543	Remorquage maritime	488331	Sauvetage maritime
4544	Affrètement de navires	488390	Autres activités de soutien au transport par eau
4549	Autres transports par eau	488390	Autres activités de soutien au transport par eau
4551	Manutention de cargaisons	488390	Autres activités de soutien au transport par eau
4552	Administration portuaire	488310	Opérations portuaires
4553	Sauvetage maritime	488331	Sauvetage maritime
4554	Services de pilotage de navires	488332	Pilotage de navire
4555	Agences d'expédition maritime	48832	Manutention du fret maritime
4559	Autres services relatifs aux transports par eau	48839	Autres activités de soutien au transport par eau
4561	Camionnage de marchandises ordinaires	48411	Transport local par camion de marchandises diverses
4562	Déménagement et entreposage de biens usagés	484210	Déménagement de biens usagés de maison et de bureau
4563	Camionnage en vrac par camion-citerne	484231	Transport par camion de vrac liquide sur de longues distances
4564	Autres camionnages en vrac	484232	Transport par camion de vrac solide sur de longues distances
4565	Camionnage de produits forestiers	484233	Transport par camion de produits forestiers sur de longues distances
4569	Autres camionnages	484239	Transport par camion d'autres marchandises spéciales sur de longues distances (sauf les biens usagés)
4571	Transports en commun urbains	4851	Services urbains de transport en commun
4572	Transports en commun interurbains et ruraux	4852	Transport interurbain et rural par autocar
4573	Transports par autobus scolaires	4854	Transport scolaire et transport d'employés par autobus
4574	Transports par autobus nolisés et d'excursion	4855	Services d'autobus nolisés
4575	Services de limousine aux aéroports et aux gares	48532	Services de limousine
4581	Taxi	48531	Services de taxi
4589	Autres transports	48599	Autres services de transport en commun et de transport terrestre de voyageurs
4591	Entretien des routes, rues et ponts	23731	Construction de routes, de rues et de ponts
4592	Services aux commerces transitaires	488990	Autres activités de soutien au transport
4599	Autres services relatifs aux transports	488990	Autres activités de soutien au transport
4611	Transport du gaz naturel par gazoduc	4862	Transport du gaz naturel par gazoduc
4612	Transport du pétrole brut par oléoduc	4861	Transport du pétrole brut par oléoduc
4619	Autres transports par pipelines	4869	Autres services de transport par pipeline
4711	Silos à grain	493130	Entreposage de produits agricoles
4791	Entrepôts frigorifiques	49312	Entreposage frigorifique
4799	Autres services d'entreposage	49319	Autres activités d'entreposage
4811	Radiodiffusion	51511	Radiodiffusion
4812	Télévision	51521	Télévision payante et spécialisée
4813	Radiodiffusion et télévision intégrées	5151	Radiodiffusion et télédiffusion
4814	Câblovision	515210	Télévision payante et spécialisée
4821	Réseaux de télégraphie et de câbles	517310	Télécommunications par fil et sans fil (sauf par satellite)
4822	Réseaux de téléphonie	517310	Télécommunications par fil et sans fil (sauf par satellite)
4823	Fournisseurs de services Internet et sites portails de recherche	517310	Télécommunications par fil et sans fil (sauf par satellite)
4824	Revendeurs de services de télécommunications	517911	Revendeurs de services de télécommunications
4839	Autres services de télécommunications	51791	Autres services de télécommunications
4841	Services postaux	491110	Services postaux
4842	Services de messagers	492110	Messageries
4911	Production et distribution d'électricité	2211	Production, transport et distribution d'électricité
4921	Distribution de gaz	22121	Distribution de gaz naturel
4931	Distribution d'eau	2213	Réseaux d'aqueduc et d'égout et autres
4999	Autres services publics	221	Services publics
5011	Commerce de gros d'animaux vivants	41111	Grossistes-marchands d'animaux vivants
5012	Commerce de gros de grains et céréales	41112	Grossistes-marchands de graines oléagineuses et de grains céréaliers
5013	Commerce de gros de peaux et fourrures brutes	411190	Grossistes-marchands d'autres produits agricoles
5019	Autres types de commerce de gros de produits agricoles	411190	Grossistes-marchands d'autres produits agricoles
5111	Commerce de gros de produits du gaz et du gaz propane	412	Grossistes-marchands de pétrole et de produits pétroliers
5112	Commerce de gros de produits pétroliers	41211	Grossistes-marchands de pétrole et de produits pétroliers
5211	Commerce de gros de confiseries	413190	Grossistes-marchands d'autres gammes spécialisées d'aliments
5212	Commerce de gros de produits alimentaires congelés et emballés	413190	Grossistes-marchands d'autres gammes spécialisées d'aliments
5213	Commerce de gros de produits laitiers	41312	Grossistes-marchands de produits laitiers
5214	Commerce de gros de volaille et d' ufs	41313	Grossistes-marchands de volailles et d'oeufs
5215	Commerce de gros de poissons et fruits de mer	41314	Grossistes-marchands de poissons et de fruits de mer
5216	Commerce de gros de fruits et légumes frais	41315	Grossistes-marchands de fruits et légumes frais
5217	Commerce de gros de viandes et produits de la viande	41316	Grossistes-marchands de viandes rouges et de produits de viande
5218	Commerce de gros de produits de boulangerie et de pâtisserie	413190	Grossistes-marchands d'autres gammes spécialisées d'aliments
5219	Autres types de commerce de gros de produits alimentaires	41319	Grossistes-marchands d'autres gammes spécialisées d'aliments
5221	Commerce de gros de boissons non alcooliques	41321	Grossistes-marchands de boissons non alcoolisées
5222	Commerce de gros de boissons alcooliques	41322	Grossistes-marchands de boissons alcoolisées
5223	Grossistes-distributeurs d'autres produits alimentaires spéciaux	41319	Grossistes-marchands d'autres gammes spécialisées d'aliments
5231	Commerce de gros de médicaments	41451	Grossistes-marchands de produits et fournitures pharmaceutiques
5232	Commerce de gros de savons et de produits de toilette	41452	Grossistes-marchands d'articles de toilette, de cosmétiques et d'articles divers
5239	Commerce de gros de produits pharmaceutiques divers et d'autres produits de toilette	4145	Grossistes-marchands de produits pharmaceutiques, d'articles de toilette, de cosmétiques et d'articles divers
5241	Commerce de gros de produits du tabac	41331	Grossistes-marchands de cigarettes et de produits du tabac
5311	Commerce de gros de vêtements et d'articles d'habillement pour hommes	414110	Grossistes-marchands de vêtements et d'accessoires vestimentaires
5312	Commerce de gros de vêtements de dessus pour femmes et enfants	414110	Grossistes-marchands de vêtements et d'accessoires vestimentaires
5313	Commerce de gros de bas, chaussettes, sous-vêtements et articles d'habillement pour femmes et enfants	414110	Grossistes-marchands de vêtements et d'accessoires vestimentaires
5314	Commerce de gros de chaussures	414120	Grossistes-marchands de chaussures
5315	Commerce de gros de fourrures préparées	448191	Magasins de fourrures
5316	Grossistes-distributeurs de vêtements et d'accessoires vestimentaires	414110	Grossistes-marchands de vêtements et d'accessoires vestimentaires
5319	Autres types de commerce de gros de vêtements	4141	Grossistes-marchands de textiles, de vêtements et de chaussures
5321	Commerce de gros de tissus	414130	Grossistes-marchands de tissus à la pièce et d'articles de mercerie
5329	Commerce de gros de mercerie	414130	Grossistes-marchands de tissus à la pièce et d'articles de mercerie
5411	Commerce de gros d'appareils ménagers électriques	414220	Grossistes-marchands d'appareils ménagers
5412	Commerce de gros d'appareils ménagers électroniques	4142	Grossistes-marchands de matériel de divertissement au foyer et d'appareils ménagers
5421	Commerce de gros de meubles de maison	414390	Grossistes-marchands d'autres accessoires de maison
5431	Commerce de gros de porcelaine, verrerie, faïence et poterie	41431	Grossistes-marchands de porcelaine, verrerie, faïence et poterie
5432	Commerce de gros de revêtements de sol	41432	Grossistes-marchands de revêtements de sol
5433	Commerce de gros de linge de maison, tentures et autres articles de textiles	41433	Grossistes-marchands de linge de maison, de tentures et d'autres textiles domestiques
5439	Autres types de commerce de gros d'articles ménagers	41439	Grossistes-marchands d'autres accessoires de maison
5511	Commerce de gros d'automobiles	41511	Grossistes-marchands d'automobiles et de camions légers neufs et d'occasion
5512	Commerce de gros de camions et d'autobus	41512	Grossistes-marchands de camions, de tracteurs routiers et d'autobus
5513	Agents et courtiers (véhicules automobiles et pièces)	419120	Agents et courtiers du commerce de gros
5519	Autres types de commerce de gros de véhicules automobiles	41519	Grossistes-marchands de véhicules de plaisance et d'autres véhicules automobiles
5521	Commerce de gros de pneus et chambres à air	41521	Grossistes-marchands de pneus
5529	Autres types de commerce de gros de pièces et accessoires pour véhicules automobiles	4153	Grossistes-marchands de pièces et d'accessoires d'occasion pour véhicules automobiles
5611	Commerce de gros de formes primaires et profilés de charpente en fer et en acier	416210	Grossistes-distributeurs de métaux et de produits métalliques
5612	Autres types de commerce de gros de produits en fer et en acier	416210	Grossistes-distributeurs de métaux et de produits métalliques
5613	Commerce de gros de métaux non ferreux et produits en métaux non ferreux	416210	Grossistes-distributeurs de métaux et de produits métalliques
5619	Commerce de gros d'une combinaison de métaux et produits en métal	416210	Grossistes-distributeurs de métaux et de produits métalliques
5621	Commerce de gros d'articles de quincaillerie	41633	Grossistes-marchands d'articles de quincaillerie
5622	Commerce de gros de matériel et fournitures de plomberie, de chauffage et de climatisation	416120	Grossistes-marchands de matériel et fournitures de plomberie, de chauffage et de climatisation
5631	Commerce de gros de bois de construction, de contre-plaqués et de bois travaillé	41632	Grossistes-marchands de bois d'oeuvre, de contreplaqués et de menuiseries préfabriquées
5632	Commerce de gros de peintures, vitres et papiers peints	41634	Grossistes-marchands de peintures, de vitres et de papier peint
5633	Commerce de gros de bois de sciage	416320	Grossistes-marchands de bois d'oeuvre, de contreplaqués et de menuiseries préfabriquées
5639	Autres types de commerce de gros de matériaux de construction	4163	Grossistes-marchands de bois d'oeuvre, de menuiseries préfabriquées, d'articles de quincaillerie et d'autres fournitures de construction
5711	Commerce de gros de machines, matériel et fournitures agricoles	417110	Grossistes-marchands de machines et matériel pour l'agriculture, l'entretien des pelouses et le jardinage
5712	Grossistes-distributeurs de machines et de matériel pour l'agriculture, l'entretien des pelouses et le jardinage	417110	Grossistes-marchands de machines et matériel pour l'agriculture, l'entretien des pelouses et le jardinage
5721	Commerce de gros de machines, matériel et fournitures pour la construction et l'exploitation forestière	41721	Grossistes-marchands de machines, matériel et fournitures pour la construction et la foresterie
5722	Commerce de gros de machines, matériel et fournitures pour l'extraction minière	41722	Grossistes-marchands de machines, matériel et fournitures pour l'extraction minière, pétrolière et gazière
5731	Commerce de gros de machines, matériel et fournitures pour l'industrie	417230	Grossistes-marchands de machines, matériel et fournitures industriels
5741	Commerce de gros de fournitures pour canalisations électriques et de matériaux d'installations électriques	41611	Grossistes-marchands de fils et de fournitures électriques de construction
5742	Commerce de gros de machines, matériel et fournitures de production et de transmission d'électricité	41611	Grossistes-marchands de fils et de fournitures électriques de construction
5743	Commerce de gros de machines, matériel et fournitures électroniques (sauf ordinateurs et matériel connexe)	417320	Grossistes-marchands de composants électroniques, et de matériel et fournitures de navigation et de communication
5744	Commerce de gros d'ordinateurs, machines et matériel connexes et progiciels	4173	Grossistes-marchands d'ordinateurs et de matériel de communication
5749	Autres types de commerce de machines, matériel et fournitures électriques et électroniques	4179	Grossistes-marchands d'autres machines, matériel et fournitures
5791	Commerce de gros de machines, matériel et fournitures de bureau et de magasin	417910	Grossistes-marchands de machines et matériel de bureau et de magasin
5792	Commerce de gros de machines, matériel et fournitures pour les entreprises de services	417930	Grossistes-marchands de machines, matériel et fournitures d'usage professionnel
5793	Commerce de gros de machines, matériel et fournitures d'usage professionnel	41793	Grossistes-marchands de machines, matériel et fournitures d'usage professionnel
5794	Grossistes-distributeurs de machines, matériel et fournitures d'usage professionnel	41793	Grossistes-marchands de machines, matériel et fournitures d'usage professionnel
5799	Autres types de commerce de gros de machines, matériel et fournitures	417990	 Grossistes-marchands de tous les autres machines, matériel et fournitures 
5911	Récupération et démontage d'automobiles	41531	Grossistes-marchands de pièces et d'accessoires d'occasion pour véhicules automobiles
5912	Commerce de gros de ferraille et vieux métaux	418110	Grossistes-marchands de métaux recyclables
5913	Commerce de gros de vieux papiers et vieux cartons	41812	Grossistes-marchands de papier et carton recyclables
5919	Autres types de commerce de gros de rebuts et matériaux de récupération	41819	Grossistes-marchands d'autres matières recyclables
5921	Commerce de gros de papier journal	4182	Grossistes-marchands de papier et produits du papier et de produits en plastique jetables
5922	Commerce de gros de papeterie et fournitures de bureau	418210	Grossistes-marchands de papeterie et de fournitures de bureau
5923	Commerce de gros de papiers fins	418210	Grossistes-marchands de papeterie et de fournitures de bureau
5929	Autres types de commerce de gros de papier et produits du papier	41822	Grossistes-marchands d'autres papiers et de produits en plastique jetables
5931	Commerce de gros d'aliments pour animaux	418310	Grossistes-marchands d'aliments pour animaux d'élevage
5932	Commerce de gros de semences	418320	Grossistes-marchands de semences
5939	Commerce de gros de produits chimiques et autres fournitures agricoles	418390	Grossistes-marchands de produits chimiques et autres fournitures agricoles
5941	Commerce de gros de jouets, d'articles de fantaisie et de pièces pour feux d'artifice	414460	Grossistes-marchands de jouets et d'articles de passe-temps
5942	Commerce de gros d'articles de loisir et de sport	414470	Grossistes-marchands d'articles de divertissement et de sport
5951	Commerce de gros de matériel et fournitures photographiques	414430	Grossistes-marchands de matériel et fournitures photographiques
5952	Commerce de gros d'instruments et accessoires de musique	418990	Tous les autres grossistes-marchands
5961	Commerce de gros de bijoux et de montres	414410	Grossistes-marchands de bijoux et de montres
5971	Commerce de gros de produits chimiques d'usage ménager et industriel	418410	Grossistes-marchands de produits chimiques et de produits analogues (sauf agricoles)
5981	Commerce de gros de marchandises diverses	418990	Tous les autres grossistes-marchands
5991	Commerce de gros de livres, périodiques et journaux	41442	Grossistes-marchands de livres, de périodiques et de journaux
5992	Commerce de gros de marchandise d'occasion (sauf machines et véhicules automobiles)	41893	Grossistes-marchands de marchandises d'occasion (sauf les machines et les produits automobiles)
5993	Commerce de gros de produits forestiers	418910	Grossistes-marchands de billes et de copeaux de bois
5999	Autres types de commerce de gros	418	Grossistes-marchands de produits divers
6011	Supermarchés d'alimentation	44511	Supermarchés et autres épiceries (sauf les dépanneurs)
6012	Épiceries (sauf supermarchés)	445110	Supermarchés et autres épiceries (sauf les dépanneurs)
6013	Boulangeries et pâtisseries	445291	Boulangeries-pâtisseries
6014	Confiseries et magasins de noix	445292	Confiseries et magasins de noix
6015	Magasins de fruits et légumes	44523	Marchés de fruits et de légumes
6016	Marchés de viande	44521	Boucheries
6019	Autres magasins d'alimentation spécialisés n.c.a.	445299	Tous les autres magasins d'alimentation spécialisés
6021	Commerce de détail de boissons alcooliques	44531	Magasins de bière, de vin et de spiritueux
6031	Pharmacies (type clinique et traditionnel)	44611	Pharmacies
6032	Pharmacies (vente de médicaments au détail et consultation)	44611	Pharmacies
6033	Commerce de détail de médicaments brevetés et de produits de toilette	4461	Magasins de produits de santé et de soins personnels
6041	Commerce de détail de produits du tabac et de journaux	445120	Dépanneurs
6111	Commerce de détail de chaussures pour femmes	448210	Magasins de chaussures
6112	Commerce de détail de chaussures pour hommes	448210	Magasins de chaussures
6113	Commerce de détail de chaussures pour enfants	448210	Magasins de chaussures
6114	Commerce de détail de chaussures pour la famille	448210	Magasins de chaussures
6121	Commerce de détail de vêtements pour hommes	448110	Magasins de vêtements pour hommes
6131	Commerce de détail de vêtements pour femmes	448120	Magasins de vêtements pour femmes
6132	Commerce de détail de lingerie pour femmes	448120	Magasins de vêtements pour femmes
6141	Commerce de détail de vêtements pour enfants	448130	Magasins de vêtements pour enfants et bébés
6142	Commerce de détail de vêtements de fourrure	448191	Magasins de fourrures
6143	Autres types de commerce de détail de vêtements	448199	Magasins de tous les autres types de vêtements
6151	Commerce de détail de tissus et de filés	451130	Magasins d'articles de couture et de travaux d'aiguille et de tissus à la pièce
6211	Commerce de détail de meubles de maison (avec appareils ménagers et accessoires d'ameublement)	44211	Magasins de meubles
6212	Commerce de détail de meubles de maison (sans appareils ménagers ni accessoires d'ameublement)	44211	Magasins de meubles
6213	Ateliers de réparation de meubles	811420	Rembourrage et réparation de meubles
6221	Commerce de détail d'appareils ménagers, de téléviseurs, de postes de radio et d'appareils stéréophoniques	811210	Réparation et entretien de matériel électronique et de matériel de précision
6222	Commerce de détail de téléviseurs, de postes de radio et d'appareils stéréophoniques	443143	Magasins d'appareils ménagers, de téléviseurs et d'autres appareils électroniques
6223	Ateliers de réparation d'appareils ménagers	811412	Réparation et entretien d'appareils ménagers
6224	Ateliers de réparation de téléviseurs, de postes de radio et d'appareils stéréophoniques	811210	Réparation et entretien de matériel électronique et de matériel de précision
6225	Magasins d'appareils ménagers, de téléviseurs et d'autres appareils électroniques	44314	Magasins d'appareils électroniques et ménagers
6226	Magasins d'ordinateurs et de logiciels	443144	Magasins d'ordinateurs et de logiciels
6231	Commerce de détail de revêtements de sol	44221	Magasins de revêtements de sol
6232	Commerce de détail de tentures	442291	Magasins de garnitures de fenêtres
6233	Commerce de détail d'appareils d'éclairage électrique	442298	Magasins de tous les autres accessoires de maison
6239	Autres types de commerce de détail d'accessoires d'ameublement	4422	Magasins d'accessoires de maison
6311	Concessionnaires d'automobiles neuves	44111	Concessionnaires d'automobiles neuves
6312	Concessionnaires d'automobiles d'occasion	44112	Concessionnaires d'automobiles d'occasion
6321	Commerce de détail de roulottes motorisées et de roulottes de voyage	441210	Concessionnaires de véhicules récréatifs
6322	Commerce de détail de bateaux, de moteurs hors-bord et d'accessoires pour bateaux	441220	Concessionnaires de motocyclettes, de bateaux et d'autres véhicules automobiles
6323	Commerce de détail de motocyclettes et de motoneiges	441220	Concessionnaires de motocyclettes, de bateaux et d'autres véhicules automobiles
6329	Autres types de commerce de détail de véhicules de loisir	44122	Concessionnaires de motocyclettes, de bateaux et d'autres véhicules automobiles
6331	Stations-service	4471	Stations-service
6341	Commerce de détail de fournitures pour la maison et pour l'automobile	452991	Magasins de fournitures pour la maison et l'auto
6342	Commerce de détails de pneus, d'accumulateurs, de pièces et d'accessoires neufs pour l'automobile	4413	Magasins de pièces, de pneus et d'accessoires pour véhicules automobiles
6351	Garages (réparations générales)	81111	Réparation et entretien mécaniques et électriques de véhicules automobiles
6352	Ateliers de peinture et de carrosserie	811121	Réparation et entretien de la carrosserie, de la peinture et de l'intérieur de véhicules automobiles
6353	Ateliers de remplacement de silencieux	811112	Réparation de systèmes d'échappement de véhicules automobiles
6354	Ateliers de remplacement de glaces de véhicules automobiles	811122	Ateliers de remplacement de vitres de véhicules automobiles
6355	Ateliers de réparation et de remplacement de boîtes de vitesses de véhicules automobiles	811119	Autres services de réparation et d'entretien mécaniques et électriques de véhicules automobiles
6359	Autres ateliers de réparation de véhicules automobiles	81119	Autres services de réparation et d'entretien de véhicules automobiles
6391	Lave-autos	811192	Lave-autos
6392	Commerce de détail de radios pour véhicules automobiles	441310	Magasins de pièces et d'accessoires pour véhicules automobiles
6399	Autres types de commerce de détail pour véhicules automobiles	4413	Magasins de pièces, de pneus et d'accessoires pour véhicules automobiles
6411	Magasins à rayons	4521	Grands magasins
6412	Magasins généraux	452	Magasins de marchandises diverses
6413	Autres magasins de marchandises diverses	4529	Autres magasins de marchandises diverses
6511	Librairies et papeteries	45131	Librairies et marchands de journaux
6521	Fleuristes	453110	Fleuristes
6522	Centres de jardinage	44422	Pépinières et centres de jardinage
6531	Quincailleries	444130	Quincailleries
6532	Commerce de détail de peinture, de vitres et de papier peint	44412	Magasins de peinture et de papier peint
6533	Commerce de détail de bois et de matériaux de construction	44411	Centres de rénovation
6534	Marchands d'autres matériaux de construction	4441	Marchands de matériaux et fournitures de construction
6541	Commerce de détail d'articles de sport	45111	Magasins d'articles de sport
